Fiscal Year,Month (abbv),Component,Region,Area of Responsibility,Inbound/Outbound,Mode of Transportation,Seizure Type,Category,Event ID,Quantity Seized
2024,DEC,Office of Field Operations,Central/Coastal/Other,Baltimore Field Office,INBOUND,Air,Ammunition & Gun Parts,Magazine,3460425857.0,9.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Baltimore Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,3460425857.0,5.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5115533108.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4752371815.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6280442833.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3150252962.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9077434597.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5556437324.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),448166224.0,4.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6103585428.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1390264016.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1231783545.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7043565493.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1672096447.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),923530594.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5290413334.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1868262208.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9821226688.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4740921207.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9680506825.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5575782765.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),946611147.0,4.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9303266043.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4547650475.0,4.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1099333323.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4510577738.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3166556668.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3062790422.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7491225095.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),98945377.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6680203015.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5517539065.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8190927878.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4786255666.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6018510289.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7645117478.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5012174197.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1797214891.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),96069204.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4976181183.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6682281594.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4040627614.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1753160998.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5652414321.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7599817794.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4361827592.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8605342209.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3813370761.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7253876794.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2726518833.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9821100105.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8098312356.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7650557151.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2472366346.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7046751484.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9871439822.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7339308159.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3992585693.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8290056109.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7933501748.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1578610311.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3928969973.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2202595829.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3360083016.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2969112163.0,4.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3340069681.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3244145627.0,6.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5581306983.0,5.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7021738857.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7411736183.0,6.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4974220414.0,8.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),355501484.0,4.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),876164041.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2579140449.0,5.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7286084164.0,4.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6270395461.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1047159612.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9364346566.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8290336506.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1168815633.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5497492187.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Chicago Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),858806497.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4521928858.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5898775999.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1146924949.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6212952244.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9376021717.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8754152621.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9852587031.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7528576821.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2748740339.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2775582127.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7986799638.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4003297735.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),527868628.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9930360831.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3494363669.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),195024414.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8525654061.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4010788589.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4388507218.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Houston Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9157924112.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),48278015.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4389516716.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6031140319.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6329733942.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1264737294.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4158632469.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9316820204.0,4.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5319512485.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),515500337.0,4.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,6010295879.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7930993163.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4077212422.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6287331558.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,2756592954.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,3886763766.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4129260817.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6319854804.0,4.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,5620276083.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5919160636.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2577011284.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,2638011647.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5452156193.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3559745883.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Los Angeles Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8582345506.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Miami Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8915276682.0,5.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Miami Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),8615064272.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Miami Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6007800448.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Miami Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),117412601.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Miami Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4181914814.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Miami Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2356588477.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Miami Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1389324218.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Miami Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5002567582.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,Miami Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4976178659.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4264699887.0,5.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),7406247612.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9700178723.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),2413721359.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),4329595107.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),9756453023.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6466567861.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5495743612.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9462407487.0,9.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3002535184.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),6658945242.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5329996981.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3363250028.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Weapons,Other Firearms,740240077.0,3.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,9118721794.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),3158166199.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),805299493.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),5636349022.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,4432725638.0,2.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Silencer (Muffler or Sound Moderator),1615236926.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,2830239348.0,57.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,3769423261.0,9.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,886236994.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8749945462.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,1418202855.0,1.0
2024,DEC,Office of Field Operations,Central/Coastal/Other,New York Field Office,INBOUND,Air,Ammunition & Gun Parts,Other Ammunition & Gun Parts,8747320358.0,3.0
